MALUKU;7045;0.469666667
PAPUA;10240;0.47627907
BANTEN;76500;0.490384615
SULAWESI;67805;0.499668386
JAKARTA;98475;0.565948276
JAWA TIMUR;137417;0.618995495
BALI & NUSA TENGGARA;36920;0.659285714
JAWA TENGAH;260665;0.681833639
JAWA BARAT;97485;0.684105263
SUMATERA;248440;0.684219223
KALIMANTAN;74305;0.713099808
